date,sh_index_000001,csi300_fund_050002,bond_pure_000015,dividend_100032,money_market_000198,gold_000216,nasdaq_000834,proxy_bond_qdii,proxy_quant_a,proxy_oil,proxy_global_tech
2024-04-24,3044.822,1.4854,1.1478,1.025,1.226690276749747,1.9447,4.1694,1.1747,2.2544,1.3258,1.33
2024-04-25,3052.9,1.4887,1.1477,1.028,1.2267568311314678,1.9438,4.1466,1.1702,2.2516,1.3222,1.3561
2024-04-26,3088.636,1.5098,1.1468,1.026,1.2268233891241132,1.9599,4.2108,1.1738,2.2686,1.3396,1.3943
2024-04-29,3113.043,1.5243,1.1246,1.023,1.227023084769554,1.947,4.2252,1.1767,2.3044,1.3265,1.4124
2024-04-30,3104.825,1.5149,1.1254,1.025,1.2270896572078558,1.936,4.1468,1.1701,2.2879,1.3181,1.3821
2024-05-06,3140.72,1.535,1.126,1.035,1.2274891676945086,1.9292,4.2918,1.1852,2.3484,1.2815,1.4272
2024-05-07,3147.738,1.5354,1.1268,1.034,1.2275557654202536,1.9322,4.2919,1.1882,2.3509,1.2725,1.4136
2024-05-08,3128.48,1.5219,1.127,1.034,1.2276223667592747,1.9297,4.291,1.1853,2.3198,1.2693,1.4124
2024-05-09,3154.32,1.5377,1.1267,1.042,1.2276889717117676,1.927,4.2984,1.1875,2.3522,1.2762,1.4119
2024-05-10,3154.547,1.5383,1.1267,1.047,1.2277555802779287,1.9708,4.3084,1.1831,2.3441,1.2806,1.4133
2024-05-13,3148.021,1.5368,1.1272,1.049,1.2279554276603806,1.9603,4.3178,1.1835,2.3333,1.2706,1.4042
2024-05-14,3145.774,1.5352,1.1275,1.047,1.2280220506831745,1.9521,4.3477,1.1873,2.3492,1.2714,1.42
2024-05-15,3119.902,1.5245,1.1276,1.043,1.2280886773206168,1.9699,4.4118,1.1952,2.3333,1.2692,1.4528
2024-05-16,3122.401,1.5299,1.1275,1.043,1.2281553075729037,1.9854,4.4017,1.1929,2.3278,1.2752,1.4506
2024-05-17,3154.026,1.5452,1.1275,1.051,1.2282219414402311,1.9887,4.4,1.1896,2.3438,1.2868,1.4531
2024-05-20,3171.145,1.5504,1.1278,1.057,1.2284218647344192,2.0322,4.4289,1.1877,2.3534,1.2914,1.4734
2024-05-21,3157.966,1.5464,1.1278,1.06,1.228488513063871,2.0156,4.4393,1.1908,2.3412,1.2828,1.4716
2024-05-22,3158.54,1.5494,1.1279,1.061,1.228555165009344,2.0142,4.4373,1.1908,2.3341,1.2691,1.477
2024-05-23,3116.387,1.5327,1.1282,1.047,1.2286218205710349,1.9728,4.4181,1.1874,2.2877,1.258,1.4839
2024-05-24,3088.871,1.518,1.1283,1.047,1.2286884797491393,1.9542,4.46,1.1886,2.2776,1.2612,1.5028
2024-05-27,3124.043,1.5318,1.1286,1.061,1.2288884789838983,1.9549,4.4593,1.1885,2.3036,1.2677,1.5085
2024-05-28,3109.572,1.5211,1.1289,1.055,1.2289551526296205,1.9587,4.4737,1.1811,2.2753,1.2902,1.5301
2024-05-29,3111.018,1.5241,1.1291,1.057,1.2290218298927378,1.9689,4.4423,1.1753,2.2817,1.292,1.5039
2024-05-30,3091.678,1.5147,1.1291,1.049,1.2290885107734462,1.9547,4.397,1.1809,2.2718,1.279,1.4999
2024-05-31,3086.813,1.51,1.129,1.05,1.2291551952719422,1.9611,4.3949,1.1843,2.2839,1.2655,1.4766
2024-06-03,3078.489,1.5115,1.1294,1.043,1.2293552704761181,1.946,4.4087,1.1931,2.2559,1.2358,1.4896
2024-06-04,3091.199,1.5248,1.1296,1.049,1.229421969447727,1.9605,4.4207,1.1988,2.2573,1.2085,1.4767
2024-06-05,3065.403,1.5128,1.1299,1.036,1.2294886720381053,1.9492,4.5092,1.2034,2.2083,1.2121,1.5334
2024-06-06,3048.794,1.5118,1.1302,1.039,1.2295553782474489,1.9805,4.5064,1.2027,2.1557,1.2323,1.522
2024-06-07,3051.279,1.5059,1.1303,1.045,1.229622088075954,1.9824,4.5016,1.1911,2.1857,1.237,1.5209
2024-06-11,3028.045,1.4894,1.1308,1.03,1.2298889635855197,1.9262,4.5512,1.1936,2.1856,1.2694,1.5471
2024-06-12,3037.468,1.491,1.1307,1.04,1.2299556915127792,1.9331,4.6096,1.2001,2.1999,1.276,1.584
2024-06-13,3028.919,1.4839,1.131,1.031,1.230022423060379,1.9341,4.6345,1.2063,2.1846,1.2775,1.6049
2024-06-14,3032.633,1.4921,1.1314,1.031,1.230089158228515,1.9338,4.6565,1.2101,2.1911,1.2823,1.6029
2024-06-17,3015.891,1.4871,1.1315,1.019,1.2302893854581063,1.9379,4.7112,1.205,2.1842,1.2872,1.6311
2024-06-18,3030.246,1.4925,1.1319,1.023,1.2303561351103527,1.9389,4.7089,1.21,2.2105,1.3078,1.6463
2024-06-19,3018.049,1.4871,1.1322,1.02,1.230422888384118,1.947,4.7093,1.2102,2.1875,1.3149,1.6449
2024-06-20,3005.437,1.4757,1.1324,1.018,1.2304896452795984,1.9616,4.6742,1.2074,2.1447,1.3178,1.623
2024-06-21,2998.138,1.4738,1.132,1.018,1.2305564057969904,1.9688,4.6625,1.2078,2.1568,1.3202,1.6045
2024-06-24,2963.099,1.4649,1.1326,1.008,1.2307567090826024,1.9457,4.6102,1.2102,2.0929,1.322,1.5611
2024-06-25,2949.996,1.4561,1.133,1.01,1.2308234840896066,1.9446,4.6628,1.2098,2.1023,1.3224,1.5683
2024-06-26,2972.525,1.4656,1.1332,1.015,1.230890262719505,1.9326,4.6747,1.2033,2.1508,1.3185,1.5698
2024-06-27,2945.852,1.4568,1.134,1.011,1.2309570449724947,1.9245,4.6831,1.2067,2.1047,1.3282,1.5579
2024-06-28,2967.403,1.4642,1.1342,1.018,1.2310238308487718,1.9448,4.6583,1.1976,2.1232,1.3309,1.5618
2024-06-30,2967.403,1.4641,1.1343,1.018,1.2311574134719747,1.9447,4.6583,1.1977,2.123,1.3308,1.5617
2024-07-01,2994.73,1.4727,1.1329,1.037,1.2312242102192938,1.9426,4.6874,1.1919,2.1479,1.3429,1.5629
2024-07-02,2997.011,1.4702,1.1331,1.036,1.231291010590687,1.9438,4.7349,1.1947,2.131,1.3552,1.576
2024-07-03,2982.376,1.4679,1.1333,1.028,1.2313578145863504,1.9594,4.7751,1.2017,2.1043,1.3526,1.6047
2024-07-04,2957.567,1.459,1.1334,1.022,1.231424622206481,1.9679,4.7744,1.2017,2.0678,1.3589,1.5992
2024-07-05,2949.933,1.454,1.1331,1.019,1.2314914334512757,1.973,4.8214,1.2074,2.0858,1.3613,1.6026
2024-07-08,2922.45,1.4429,1.1328,1.013,1.2316918889356088,1.9779,4.8312,1.2079,2.0403,1.3443,1.6173
2024-07-09,2959.372,1.4604,1.1331,1.023,1.2317587146810252,1.9658,4.8357,1.2066,2.0931,1.3353,1.6273
2024-07-10,2939.364,1.4565,1.1332,1.007,1.2318255440520889,1.9821,4.8853,1.2084,2.0873,1.3308,1.6545
2024-07-11,2970.387,1.4712,1.1334,1.012,1.2318923770489962,1.9858,4.7816,1.2145,2.1493,1.3418,1.6153
2024-07-12,2971.295,1.4757,1.1336,1.011,1.2319592136719446,1.9917,4.8042,1.2165,2.1529,1.3403,1.6315
2024-07-15,2974.011,1.4757,1.134,1.018,1.2321597452990003,1.9929,4.816,1.2118,2.1306,1.3367,1.6294
2024-07-16,2976.304,1.4814,1.1341,1.015,1.2322265964280783,2.0172,4.8193,1.2188,2.1287,1.3237,1.6446
2024-07-17,2962.855,1.4778,1.1342,1.007,1.232293451184181,2.0406,4.683,1.2187,2.0976,1.3206,1.54
2024-07-18,2977.133,1.4867,1.1341,1.011,1.2323603095675046,2.0407,4.6589,1.2145,2.0993,1.3366,1.5456
2024-07-19,2982.309,1.4902,1.1342,1.005,1.2324271715782464,1.9874,4.6184,1.2123,2.0909,1.3254,1.5248
2024-07-22,2964.216,1.4804,1.1349,0.996,1.2326277793769476,1.9909,4.6879,1.2113,2.0811,1.3,1.5673
2024-07-23,2915.369,1.4487,1.1353,0.984,1.2326946558993293,1.9798,4.6716,1.2111,2.0327,1.2831,1.5458
2024-07-24,2901.952,1.4395,1.1354,0.983,1.2327615360501132,2.0008,4.506,1.208,1.9978,1.2822,1.4711
2024-07-25,2886.742,1.4306,1.136,0.98,1.232828419829496,1.9532,4.4572,1.2114,2.0039,1.2837,1.4477
2024-07-26,2890.897,1.4383,1.1364,0.979,1.232895307237675,1.962,4.4987,1.2143,2.0484,1.2809,1.4674
2024-07-29,2891.845,1.435,1.1372,0.981,1.233095991236955,1.9737,4.5092,1.2171,2.0347,1.2703,1.4575
2024-07-30,2879.3,1.4235,1.1377,0.975,1.233162893162286,1.9732,4.4495,1.2205,2.0341,1.2595,1.4231
2024-07-31,2938.749,1.4559,1.1378,0.988,1.2332297987173975,1.9893,4.5816,1.2281,2.1104,1.288,1.5226
2024-08-01,2932.387,1.4473,1.1384,0.988,1.2332967079024861,2.008,4.4693,1.2314,2.1054,1.292,1.4477
2024-08-02,2905.338,1.4314,1.1388,0.984,1.2333636207177492,2.0166,4.3657,1.2453,2.0754,1.2549,1.3903
2024-08-05,2860.698,1.4134,1.1392,0.972,1.233564380946553,1.9782,4.2369,1.2456,2.0224,1.2166,1.3555
2024-08-06,2867.284,1.4147,1.1389,0.97,1.2336313082844828,1.956,4.2803,1.2382,2.0504,1.2331,1.3821
2024-08-07,2869.834,1.4142,1.1393,0.973,1.2336982392535714,1.958,4.2365,1.2356,2.0485,1.253,1.3541
2024-08-08,2869.901,1.416,1.1384,0.975,1.2337651738540163,1.9599,4.366,1.234,2.0512,1.2608,1.4241
2024-08-09,2862.194,1.4117,1.1379,0.971,1.2338321120860143,1.9796,4.3879,1.2374,2.0407,1.2711,1.4261
2024-08-12,2858.205,1.4101,1.1362,0.975,1.2340329485732975,1.9903,4.3947,1.2399,2.0368,1.289,1.4296
2024-08-13,2867.946,1.4142,1.1368,0.977,1.2340999013334786,2.004,4.5025,1.2441,2.0475,1.3034,1.4755
2024-08-14,2850.654,1.4036,1.1378,0.973,1.2341668577261982,1.9991,4.5026,1.2443,2.0261,1.2931,1.4715
2024-08-15,2877.358,1.4154,1.1375,0.982,1.2342338177516532,1.9947,4.609,1.2393,2.0392,1.2942,1.5225
2024-08-16,2879.43,1.4182,1.1376,0.981,1.2343007814100406,1.9965,4.6173,1.2424,2.0285,1.284,1.5271
2024-08-19,2893.674,1.4229,1.1381,0.989,1.2345016941847702,2.0178,4.6731,1.2429,2.0282,1.262,1.5479
2024-08-20,2866.661,1.4125,1.1382,0.978,1.2345686723768592,2.019,4.6575,1.246,1.9932,1.2417,1.5303
2024-08-21,2856.584,1.4091,1.1382,0.971,1.2346356542028667,2.0254,4.6802,1.2459,1.9884,1.2386,1.5455
2024-08-22,2848.772,1.4057,1.1382,0.971,1.2347026396629894,2.0195,4.6,1.2414,1.9667,1.2299,1.5042
2024-08-23,2854.368,1.4131,1.1383,0.972,1.2347696287574248,2.0144,4.658,1.2467,1.9613,1.2524,1.5311
2024-08-26,2855.52,1.4118,1.1379,0.971,1.234970617848578,2.0257,4.6001,1.2428,1.9813,1.2708,1.4983
2024-08-27,2848.731,1.4033,1.1368,0.971,1.2350376214822354,2.023,4.6202,1.2441,1.9538,1.2806,1.5058
2024-08-28,2837.429,1.395,1.1374,0.967,1.2351046287511915,2.0208,4.5656,1.2431,1.961,1.262,1.4879
2024-08-29,2823.106,1.3897,1.1374,0.953,1.2351716396556434,2.0261,4.5638,1.2428,1.9945,1.2679,1.4857
2024-08-30,2842.214,1.4083,1.1376,0.953,1.2352386541957883,2.021,4.6114,1.2376,2.0192,1.2513,1.5223
2024-09-02,2811.035,1.3868,1.1386,0.956,1.2354397196323539,2.0112,4.6063,1.2364,2.0017,1.2333,1.5079
2024-09-03,2802.979,1.3925,1.1389,0.949,1.2355067487172435,2.0138,4.4687,1.2425,2.0214,1.2103,1.4259
2024-09-04,2784.278,1.3838,1.1395,0.948,1.2355737814388128,2.0005,4.4612,1.2475,2.0072,1.1845,1.4243
2024-09-05,2788.314,1.3854,1.1399,0.948,1.2356408177972589,2.0144,4.4553,1.2465,2.0144,1.1795,1.4157
2024-09-06,2765.807,1.3742,1.1401,0.941,1.2357078577927787,2.0184,4.3354,1.2465,1.9832,1.163,1.3569
2024-09-09,2736.488,1.3581,1.1407,0.927,1.2359089996037567,2.0092,4.3934,1.2482,1.9688,1.1595,1.3796
2024-09-10,2744.192,1.3592,1.1412,0.929,1.2359760541495464,2.0177,4.4394,1.2529,1.978,1.1425,1.4036
2024-09-11,2721.795,1.353,1.1414,0.913,1.2360431123333968,2.0279,4.5354,1.2533,1.9769,1.1403,1.4558
2024-09-12,2717.123,1.3483,1.1417,0.914,1.2361101741555054,2.0252,4.579,1.253,1.9725,1.1719,1.4613
2024-09-13,2704.09,1.3432,1.1424,0.91,1.2361772396160697,2.0515,4.59,1.2513,1.9481,1.1725,1.4708
2024-09-18,2717.281,1.3494,1.1437,0.919,1.236512621502635,2.0497,4.5419,1.2471,1.9555,1.1831,1.4363
2024-09-19,2736.022,1.3606,1.1437,0.92,1.2365797087980788,2.0526,4.6622,1.2482,1.9923,1.208,1.4836
2024-09-20,2736.814,1.3614,1.144,0.919,1.2366467997333601,2.0702,4.6326,1.242,1.9848,1.2007,1.4642
2024-09-23,2748.918,1.3673,1.1443,0.927,1.2368480943802054,2.0842,4.6394,1.2402,1.9814,1.1936,1.4619
2024-09-24,2863.126,1.4246,1.1433,0.962,1.2369151998768124,2.0837,4.6587,1.2411,2.0499,1.2093,1.4906
2024-09-25,2896.306,1.4455,1.1445,0.974,1.2369823090142447,2.0958,4.6483,1.2339,2.0628,1.1953,1.4939
2024-09-26,3000.953,1.5071,1.143,1.002,1.2370494217926995,2.1008,4.6894,1.2359,2.1301,1.158,1.5315
2024-09-27,3087.529,1.5697,1.1391,1.015,1.2371165382123746,2.1008,4.6504,1.2343,2.2173,1.1527,1.5249
2024-09-30,3336.497,1.6929,1.1375,1.078,1.2373179093206972,2.0936,4.6592,1.2327,2.4159,1.1648,1.5692
2024-10-08,3489.775,1.7819,1.136,1.093,1.2378550592058462,2.0877,4.7033,1.2323,2.5636,1.2604,1.6763
2024-10-09,3258.858,1.6562,1.1354,1.017,1.2379222193355768,2.07,4.7309,1.2269,2.373,1.2452,1.6853
2024-10-10,3301.926,1.6769,1.1376,1.048,1.2379893831090965,2.077,4.7333,1.2302,2.3911,1.2644,1.6602
2024-10-11,3217.738,1.633,1.1389,1.028,1.2380565505266032,2.0991,4.7387,1.2279,2.3198,1.2776,1.6501
2024-10-14,3284.323,1.6618,1.1404,1.053,1.238258074645023,2.1114,4.7756,1.228,2.3722,1.2598,1.6814
2024-10-15,3201.292,1.6192,1.1413,1.031,1.2383252566404548,2.1195,4.7182,1.2342,2.3257,1.2083,1.6109
2024-10-16,3202.948,1.6097,1.141,1.041,1.2383924422808625,2.1425,4.7417,1.2411,2.3254,1.2118,1.6108
2024-10-17,3169.384,1.5908,1.1423,1.026,1.2384596315664436,2.1523,4.7471,1.2368,2.3083,1.2117,1.6384
2024-10-18,3261.563,1.6437,1.1419,1.035,1.2385268244973957,2.1667,4.7794,1.2381,2.3697,1.2038,1.6658
2024-10-21,3268.11,1.6491,1.142,1.031,1.238728425164457,2.1905,4.7705,1.2268,2.3847,1.2038,1.6608
2024-10-22,3285.867,1.6588,1.1407,1.037,1.2387956326788718,2.1939,4.7895,1.2301,2.4085,1.226,1.6604
2024-10-23,3302.803,1.6623,1.1398,1.039,1.2388628438396467,2.2061,4.718,1.2282,2.4173,1.2313,1.6395
2024-10-24,3280.263,1.6454,1.1398,1.034,1.2389300586469796,2.1875,4.7579,1.2317,2.4052,1.2222,1.6518
2024-10-25,3299.7,1.6531,1.1396,1.034,1.2389972771010682,2.1826,4.7736,1.2265,2.4426,1.2293,1.6659
2024-10-28,3322.198,1.6565,1.139,1.038,1.2391989543458484,2.1931,4.7859,1.2274,2.4816,1.1823,1.6574
2024-10-29,3286.407,1.6409,1.1392,1.024,1.2392661873889392,2.2097,4.8302,1.2299,2.4373,1.1671,1.6789
2024-10-30,3266.238,1.629,1.1392,1.014,1.2393334240797753,2.2346,4.7992,1.2294,2.439,1.1864,1.6486
2024-10-31,3279.824,1.6284,1.1398,1.007,1.2394006644185545,2.2258,4.6755,1.229,2.4536,1.2009,1.5981
2024-11-01,3272.014,1.6293,1.1406,1.014,1.2394679084054747,2.2035,4.701,1.2178,2.4137,1.2061,1.595
2024-11-04,3310.207,1.6514,1.141,1.022,1.2396696622570613,2.1891,4.6889,1.2289,2.4576,1.2255,1.6015
2024-11-05,3386.987,1.6896,1.1415,1.033,1.2397369208385254,2.1898,4.7379,1.2282,2.5003,1.2348,1.6272
2024-11-06,3383.806,1.6785,1.1416,1.028,1.23980418306912,2.1936,4.8646,1.2116,2.5067,1.231,1.6739
2024-11-07,3470.661,1.7281,1.1421,1.049,1.2398714489490437,2.1426,4.9809,1.231,2.5524,1.2414,1.7284
2024-11-08,3452.297,1.7096,1.1425,1.037,1.239938718478494,2.153,4.9701,1.2321,2.5456,1.2244,1.7265
2024-11-11,3470.066,1.7171,1.1433,1.032,1.2401405489659862,2.1544,4.9894,1.2371,2.591,1.2065,1.7307
2024-11-12,3421.97,1.6993,1.1442,1.025,1.2402078330955242,2.1184,4.99,1.2278,2.5713,1.1979,1.7171
2024-11-13,3439.278,1.712,1.1438,1.03,1.240275120875579,2.1183,4.9855,1.2243,2.5834,1.2025,1.6968
2024-11-14,3379.839,1.6845,1.144,1.017,1.2403424123063487,2.0765,4.9511,1.227,2.5199,1.2016,1.6808
2024-11-15,3330.726,1.6575,1.1436,1.014,1.2404097073880314,2.0785,4.8354,1.2259,2.4807,1.1931,1.6322
2024-11-18,3323.849,1.6504,1.143,1.025,1.2406116145405393,2.1022,4.8628,1.2267,2.4398,1.203,1.6347
2024-11-19,3346.01,1.6585,1.1436,1.026,1.2406789242278553,2.1312,4.8941,1.2295,2.4943,1.2186,1.6579
2024-11-20,3367.989,1.6627,1.1434,1.028,1.2407462375670748,2.1342,4.8906,1.2282,2.524,1.2209,1.6506
2024-11-21,3370.404,1.663,1.1443,1.027,1.2408135545583963,2.1619,4.9093,1.2274,2.5303,1.2235,1.6735
2024-11-22,3267.192,1.6142,1.1448,1.001,1.2408808752020175,2.1875,4.916,1.2292,2.444,1.2397,1.6641
2024-11-25,3263.76,1.6066,1.1459,1.002,1.241082859048662,2.1632,4.9221,1.2429,2.4735,1.2231,1.661
2024-11-26,3259.757,1.6052,1.1461,1.003,1.2411501943034644,2.1296,4.9482,1.2405,2.4588,1.2136,1.6511
2024-11-27,3309.779,1.6315,1.1458,1.013,1.2412175332115576,2.1518,4.9115,1.246,2.4938,1.2072,1.6376
2024-11-28,3295.698,1.6178,1.1475,1.01,1.2412848757731396,2.1449,4.9057,1.2447,2.4897,1.2082,1.6331
2024-11-29,3326.456,1.634,1.1487,1.016,1.2413522219884088,2.1558,4.9475,1.2523,2.5253,1.2095,1.6557
2024-12-02,3363.982,1.6474,1.1515,1.019,1.2415542825583223,2.1494,5.0006,1.2519,2.5691,1.2032,1.6904
2024-12-03,3378.806,1.6504,1.1515,1.028,1.2416216433903227,2.1621,5.0232,1.2503,2.5706,1.2224,1.6962
2024-12-04,3364.65,1.6433,1.1535,1.029,1.2416890078770018,2.1594,5.0799,1.2544,2.5369,1.2248,1.737
2024-12-05,3368.855,1.6381,1.1537,1.027,1.2417563760185573,2.1599,5.061,1.2539,2.5576,1.2022,1.7075
2024-12-06,3404.076,1.66,1.1531,1.039,1.2418237478151881,2.1526,5.1043,1.2549,2.5872,1.193,1.7185
2024-12-09,3402.534,1.6579,1.1549,1.04,1.2420258851375134,2.1635,5.0651,1.2521,2.5944,1.2022,1.7034
2024-12-10,3422.661,1.6698,1.1582,1.041,1.2420932715564275,2.1721,5.0499,1.2507,2.6034,1.2065,1.6823
2024-12-11,3432.49,1.6696,1.1584,1.046,1.2421606616314083,2.1898,5.1369,1.2466,2.6319,1.2207,1.7168
2024-12-12,3461.5,1.6863,1.1586,1.051,1.242228055362654,2.2036,5.1041,1.243,2.6555,1.227,1.7074
2024-12-13,3391.878,1.6501,1.1602,1.035,1.2422954527503631,2.1821,5.1426,1.239,2.6192,1.2375,1.7464
2024-12-16,3386.331,1.6413,1.162,1.04,1.242497666854255,2.1668,5.2145,1.2394,2.6046,1.2383,1.7628
2024-12-17,3361.485,1.6443,1.1616,1.037,1.2425650788698017,2.1665,5.1931,1.2403,2.5475,1.2304,1.7385
2024-12-18,3382.208,1.6527,1.1604,1.042,1.242632494542804,2.1605,5.0102,1.2315,2.5597,1.2333,1.695
2024-12-19,3370.033,1.6551,1.1603,1.034,1.24269991387346,2.1528,4.9874,1.227,2.5837,1.2253,1.6797
2024-12-20,3368.069,1.6484,1.1622,1.027,1.2427673368619683,2.1441,5.0276,1.23,2.5948,1.2205,1.7022
2024-12-23,3351.257,1.6493,1.1624,1.029,1.2429696277765918,2.1665,5.0801,1.2244,2.5333,1.2206,1.722
2024-12-24,3393.528,1.6698,1.1612,1.04,1.2430370653984941,2.1597,5.1462,1.2252,2.5684,1.2265,1.7374
2024-12-25,3393.35,1.6698,1.1609,1.044,1.2431045066792412,2.1613,5.1458,1.2252,2.5397,1.229,1.7358
2024-12-26,3398.077,1.6726,1.1612,1.04,1.2431719516190314,2.1657,5.1413,1.2257,2.5713,1.2284,1.7469
2024-12-27,3400.142,1.672,1.1621,1.043,1.2432394002180633,2.1672,5.0723,1.2215,2.5899,1.2344,1.7298
2024-12-30,3407.326,1.6794,1.1621,1.053,1.243441767972595,2.1599,5.0051,1.2289,2.5761,1.2477,1.7096
2024-12-31,3351.763,1.6519,1.163,1.046,1.2435092312105795,2.1541,4.9549,1.2255,2.5217,1.2553,1.6805
2025-01-02,3262.561,1.6071,1.1646,1.025,1.2436441686674504,2.1788,4.9449,1.2267,2.4688,1.2686,1.6729
2025-01-03,3211.43,1.5927,1.1647,1.017,1.2437116428867343,2.1958,5.026,1.2236,2.4094,1.2733,1.6986
2025-01-06,3206.923,1.5909,1.1652,1.019,1.2439140875103616,2.1866,5.0788,1.2209,2.4182,1.2894,1.7367
2025-01-07,3229.644,1.6047,1.1647,1.016,1.2439815763741584,2.1881,4.9915,1.2149,2.4534,1.2925,1.7334
2025-01-08,3230.168,1.6034,1.1648,1.016,1.24404906889958,2.1996,4.9936,1.2146,2.4502,1.2931,1.72
2025-01-09,3211.393,1.5983,1.1646,1.003,1.244116565086825,2.2066,4.9933,1.215,2.4479,1.2891,1.7227
2025-01-10,3168.524,1.5792,1.1645,0.991,1.2441840649360922,2.2188,4.9193,1.2103,2.4006,1.3161,1.7002
2025-01-13,3160.755,1.5568,1.1644,0.984,1.2443865864580141,2.2295,4.9051,1.2087,2.4039,1.333,1.6913
2025-01-14,3240.94,1.5968,1.1642,1.001,1.244454100957357,2.2138,4.8985,1.2075,2.4991,1.3376,1.7129
2025-01-15,3227.117,1.5848,1.1642,1.002,1.2445216191197157,2.2206,5.0047,1.2201,2.5003,1.3554,1.7346
2025-01-16,3236.032,1.5878,1.164,1.009,1.244589140945289,2.2299,4.9721,1.2235,2.5112,1.3561,1.7309
2025-01-17,3241.821,1.5942,1.1639,1.007,1.2446566664342753,2.2325,5.0492,1.2234,2.5331,1.3557,1.7709
2025-01-20,3244.378,1.6058,1.1638,1.005,1.2448592648837011,2.2306,5.0489,1.2236,2.5653,1.343,1.7734
2025-01-21,3242.623,1.609,1.164,0.998,1.244926805028328,2.2356,5.0637,1.2262,2.5708,1.3324,1.8036
2025-01-22,3213.624,1.5969,1.1641,0.99,1.2449943488373618,2.2515,5.1243,1.2234,2.5602,1.3267,1.8348
2025-01-23,3230.164,1.6019,1.164,1.0,1.2450618963110018,2.2537,5.1316,1.2198,2.5564,1.3169,1.815
2025-01-24,3252.626,1.6129,1.164,1.008,1.2451294474494463,2.2588,5.1015,1.2221,2.5867,1.3111,1.8127
2025-01-27,3250.601,1.606,1.1644,1.019,1.2453321228555971,2.2509,4.9499,1.2308,2.5814,1.2975,1.6714
2025-02-05,3229.488,1.5923,1.165,1.001,1.2459403470379384,2.3356,5.0659,1.2438,2.575,1.2755,1.7299
2025-02-06,3270.659,1.6111,1.1652,0.938,1.2460079458369426,2.3345,5.0879,1.243,2.6202,1.2698,1.7544
2025-02-07,3303.667,1.632,1.1654,0.944,1.2460755483035362,2.3395,5.0192,1.2385,2.656,1.2702,1.7513
2025-02-10,3322.17,1.6343,1.1654,0.943,1.2462783777108433,2.3748,5.0805,1.238,2.6748,1.2848,1.7749
2025-02-11,3318.057,1.6285,1.1654,0.947,1.2463459948497846,2.3894,5.0667,1.2349,2.6809,1.2936,1.7523
2025-02-12,3346.385,1.6418,1.1654,0.948,1.2464136156573102,2.3776,5.0723,1.2276,2.7033,1.2974,1.7691
2025-02-13,3332.483,1.6372,1.1654,0.947,1.2464812401336194,2.3897,5.1434,1.2363,2.676,1.2756,1.7676
2025-02-14,3346.724,1.65,1.1652,0.949,1.246548868278911,2.3994,5.162,1.2403,2.6887,1.2726,1.7631
2025-02-17,3355.83,1.6528,1.1651,0.947,1.246751774730672,2.3646,5.1616,1.2405,2.7102,1.2732,1.7795
2025-02-18,3324.491,1.6392,1.1648,0.946,1.2468194175538845,2.3856,5.1715,1.2345,2.6622,1.2844,1.7858
2025-02-19,3351.539,1.6484,1.1647,0.944,1.246887064047075,2.4001,5.1751,1.2356,2.7048,1.2926,1.8107
2025-02-20,3350.783,1.645,1.1646,0.941,1.2469547142104427,2.4078,5.1513,1.2377,2.7259,1.2939,1.8014
2025-02-21,3379.113,1.666,1.1643,0.937,1.2470223680441865,2.3886,5.0456,1.2435,2.7613,1.283,1.8039
2025-02-24,3373.028,1.6618,1.164,0.937,1.2472253515696667,2.3949,4.9862,1.2463,2.7728,1.2814,1.777
2025-02-25,3346.04,1.6442,1.1638,0.93,1.2472930200869068,2.3942,4.9257,1.2543,2.7589,1.2539,1.752
2025-02-26,3380.214,1.6558,1.1639,0.939,1.247360692275519,2.374,4.936,1.2572,2.806,1.2416,1.7901
2025-02-27,3388.062,1.6589,1.1638,0.945,1.2474283681357021,2.3639,4.8038,1.2562,2.7945,1.2496,1.7147
2025-02-28,3320.897,1.6292,1.1638,0.939,1.2474960476676558,2.3444,4.8789,1.2601,2.7233,1.2498,1.6821
2025-03-03,3316.925,1.6285,1.1641,0.94,1.2476991082961313,2.3462,4.7739,1.2635,2.7352,1.2422,1.628
2025-03-04,3324.21,1.6275,1.1642,0.94,1.2477668025171587,2.3735,4.7571,1.2582,2.7639,1.2165,1.6424
2025-03-05,3341.965,1.6345,1.1644,0.944,1.2478345004109528,2.3805,4.8185,1.2556,2.7729,1.1924,1.6729
2025-03-06,3381.098,1.6553,1.1643,0.943,1.2479022019777126,2.3741,4.6859,1.2549,2.8124,1.1892,1.6562
2025-03-07,3372.546,1.6488,1.164,0.944,1.2479699072176376,2.373,4.7206,1.254,2.8111,1.2023,1.6652
2025-03-10,3366.163,1.6435,1.164,0.944,1.2481730449783959,2.3815,4.5455,1.2596,2.8171,1.195,1.6155
2025-03-11,3379.828,1.6471,1.1635,0.95,1.248240764912974,2.3639,4.5336,1.2561,2.8223,1.1951,1.6161
2025-03-12,3371.924,1.6441,1.1642,0.946,1.2483084885217142,2.3729,4.5818,1.2534,2.8385,1.2059,1.6296
2025-03-13,3358.729,1.6388,1.1645,0.95,1.248376215804815,2.388,4.4992,1.257,2.8169,1.2012,1.6026
2025-03-14,3419.562,1.6792,1.1647,0.956,1.2484439467624764,2.4201,4.6076,1.2547,2.8585,1.2059,1.6492
2025-03-17,3426.129,1.6776,1.1646,0.959,1.2486471616848163,2.4287,4.6299,1.2557,2.8638,1.2117,1.656
